filename,m,n,k,initial_fitness,fitness,iteration,execution_time(s),num_particles,neighborhood_size,inertia_type,inertia_value,c1,c2,mutate,mutation_rate,dist_type,selection_type
scp43.txt,1000,200,50,141,154,500,30.151912927627563,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp43.txt,1000,200,50,141,154,700,42.167097091674805,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp43.txt,1000,200,50,141,154,1000,60.423572301864624,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp43.txt,1000,200,50,139,147,100,6.125140428543091,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp43.txt,1000,200,50,139,151,300,18.32890892028809,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp43.txt,1000,200,50,139,154,500,30.64117407798767,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp43.txt,1000,200,50,139,154,700,42.9296145439148,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp43.txt,1000,200,50,139,154,1000,61.40342307090759,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp43.txt,1000,200,50,142,149,100,6.124103546142578,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp43.txt,1000,200,50,142,153,300,18.36516809463501,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp43.txt,1000,200,50,142,154,500,30.701796293258667,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp43.txt,1000,200,50,142,154,700,42.9831702709198,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp43.txt,1000,200,50,142,154,1000,61.507065773010254,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp44.txt,1000,200,50,142,151,100,4.640401840209961,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp44.txt,1000,200,50,142,151,300,14.904149532318115,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp44.txt,1000,200,50,142,151,500,25.447046756744385,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp44.txt,1000,200,50,142,154,700,36.49837422370911,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp44.txt,1000,200,50,142,154,1000,55.30801463127136,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp44.txt,1000,200,50,142,149,100,6.482975006103516,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp44.txt,1000,200,50,142,154,300,18.978457927703857,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp44.txt,1000,200,50,142,154,500,31.71484112739563,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp44.txt,1000,200,50,142,154,700,44.63673853874207,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp44.txt,1000,200,50,142,154,1000,63.56117653846741,100,30,fixed,0.5,1.5,2.0,True,0.2,bit-wise,stochastic
scp44.txt,1000,200,50,143,148,100,6.425213575363159,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp44.txt,1000,200,50,143,151,300,19.06993865966797,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp44.txt,1000,200,50,143,153,500,32.110326290130615,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp44.txt,1000,200,50,143,153,700,45.31782793998718,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp44.txt,1000,200,50,143,153,1000,65.43887114524841,100,30,fixed,0.5,1.5,2.0,True,0.4,bit-wise,stochastic
scp44.txt,1000,200,50,139,152,100,6.635173559188843,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp44.txt,1000,200,50,139,152,300,20.098061323165894,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp44.txt,1000,200,50,139,152,500,33.084211587905884,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp44.txt,1000,200,50,139,152,700,46.79773473739624,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp44.txt,1000,200,50,139,152,1000,66.70911526679993,100,30,fixed,0.5,1.5,2.0,True,0.8,bit-wise,stochastic
scp45.txt,1000,200,50,138,148,100,4.608792066574097,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp45.txt,1000,200,50,138,154,300,14.768531560897827,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp45.txt,1000,200,50,138,154,500,25.29636240005493,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
scp45.txt,1000,200,50,138,154,700,36.35513234138489,100,30,fixed,0.5,1.5,2.0,True,0.1,bit-wise,stochastic
